temperature,delta_temp,gas_ppm,heart_rate,accel_magnitude,jerk,risk_score,risk_level
26.63,0.25,2.36,74.7,1.12,-0.6,2.14,Low Risk
27.77,0.76,6.22,75.6,0.95,-0.64,4.43,Low Risk
28.57,-0.19,8.19,91.2,1.11,0.63,1.58,Low Risk
28.31,-0.33,40.48,96.5,0.6,-0.78,22.49,Low Risk
23.36,0.15,42.34,77.7,0.61,-1.42,27.95,Low Risk
27.05,-0.01,22.86,74.5,6.84,20.69,48.11,Medium Risk
20.51,0.42,4.55,40.1,1.31,-0.27,18.88,Low Risk
34.82,-0.13,39.9,66.0,1.19,1.24,24.84,Low Risk
26.48,0.96,14.03,59.5,0.84,0.69,1.39,Low Risk
25.56,-0.54,5.99,92.3,0.94,2.36,0.0,Low Risk
35.94,0.73,14.51,75.6,1.0,2.01,6.7,Low Risk
21.79,-0.28,0.2,74.9,1.33,0.95,0.88,Low Risk
22.37,-0.8,1.9,79.8,1.1,-0.63,1.47,Low Risk
22.52,0.22,21.24,64.3,1.13,1.73,1.75,Low Risk
27.66,-0.03,12.45,108.0,0.96,-0.49,0.0,Low Risk
30.16,-0.45,5.43,103.4,1.2,1.36,0.88,Low Risk
31.7,-0.74,8.33,109.1,1.08,-0.29,0.0,Low Risk
40.86,0.1,28.26,92.3,1.01,0.1,14.12,Low Risk
16.75,0.59,11.98,79.5,0.81,2.36,0.41,Low Risk
31.04,0.39,6.09,109.1,0.97,0.7,1.94,Low Risk
25.21,0.13,1.54,67.7,0.73,-0.12,0.0,Low Risk
25.07,0.34,4.17,64.3,0.99,0.33,0.0,Low Risk
24.9,0.09,45.99,69.2,1.02,0.69,30.02,Low Risk
23.46,-0.61,6.9,89.4,0.4,-0.18,0.0,Low Risk
36.42,-0.61,7.66,66.3,0.94,1.02,8.66,Low Risk
32.21,-0.0,8.28,77.2,0.71,-0.15,2.36,Low Risk
28.12,0.02,25.86,51.2,1.12,-1.21,2.13,Low Risk
34.76,0.53,11.11,88.7,1.16,0.33,3.5,Low Risk
20.44,0.48,14.2,52.7,0.89,0.01,0.0,Low Risk
21.35,0.4,5.92,63.2,1.14,0.62,1.79,Low Risk
17.11,-0.04,0.35,101.9,1.15,0.34,1.22,Low Risk
24.5,-0.59,32.08,101.2,0.94,1.19,8.19,Low Risk
28.81,0.31,35.74,86.7,1.38,1.07,15.88,Low Risk
28.51,0.36,35.75,85.0,0.82,-1.11,18.02,Low Risk
28.75,-1.09,34.52,70.4,1.37,0.46,14.47,Low Risk
20.94,-0.32,20.26,66.1,0.94,0.14,0.0,Low Risk
32.02,-0.25,13.85,73.5,0.79,0.26,0.0,Low Risk
29.2,0.16,22.33,52.8,0.91,-0.93,0.0,Low Risk
31.67,-0.3,11.01,84.5,0.73,-2.04,0.0,Low Risk
18.54,0.08,1.73,80.9,1.2,1.7,0.0,Low Risk
29.56,-0.01,5.96,63.2,0.6,0.31,0.22,Low Risk
22.06,0.02,42.61,108.2,1.35,0.73,21.53,Low Risk
26.01,-0.26,5.19,90.9,0.77,-0.05,1.56,Low Risk
30.67,-0.22,24.28,92.5,1.21,-0.65,0.0,Low Risk
28.46,-0.44,1.17,71.2,1.01,0.06,2.64,Low Risk
23.74,0.29,4.88,80.0,1.07,-0.31,0.0,Low Risk
28.03,0.39,5.19,91.3,0.85,0.99,0.0,Low Risk
20.34,-0.29,0.64,82.8,1.09,0.77,0.22,Low Risk
33.75,0.86,1.52,108.8,1.03,1.03,0.32,Low Risk
26.97,-0.06,2.58,76.3,0.64,0.81,0.98,Low Risk
33.59,0.87,21.83,70.9,0.76,-1.05,0.09,Low Risk
25.37,-0.22,0.79,91.4,0.86,0.21,0.86,Low Risk
25.38,-0.91,4.26,57.2,0.81,-0.16,2.97,Low Risk
24.18,0.3,0.12,96.6,1.31,0.63,1.19,Low Risk
32.38,0.22,14.27,56.6,1.0,-0.02,0.0,Low Risk
24.45,0.12,11.62,91.5,0.81,0.75,2.33,Low Risk
31.22,-0.22,12.43,68.3,0.88,0.79,4.65,Low Risk
26.09,0.08,5.63,88.6,0.87,0.3,0.5,Low Risk
18.12,-0.16,2.8,96.3,0.93,0.72,0.0,Low Risk
25.15,-0.05,15.29,82.8,0.73,0.8,0.15,Low Risk
22.1,0.52,20.0,58.4,0.8,0.6,0.0,Low Risk
28.17,0.19,1.79,63.9,1.19,0.78,2.27,Low Risk
22.05,0.4,8.01,66.9,1.05,1.03,0.61,Low Risk
32.63,-0.02,3.43,45.9,0.96,0.21,19.89,Low Risk
27.54,-0.07,2.21,100.3,1.0,-0.09,1.04,Low Risk
27.11,-0.48,15.91,82.0,0.99,0.78,0.0,Low Risk
31.28,-0.09,9.27,59.6,0.95,0.04,0.0,Low Risk
32.82,-1.56,2.92,106.2,1.13,0.49,1.23,Low Risk
27.9,-0.2,4.45,67.4,1.11,0.39,3.61,Low Risk
24.14,0.06,40.81,84.5,0.61,1.85,19.88,Low Risk
19.13,0.38,22.66,65.1,0.97,1.11,1.55,Low Risk
24.57,-0.03,25.44,43.7,0.62,1.49,19.21,Low Risk
24.91,0.27,7.39,55.4,1.16,0.83,3.53,Low Risk
28.54,-0.99,11.73,71.9,1.19,0.73,0.0,Low Risk
26.27,0.07,5.67,96.2,0.85,0.83,0.0,Low Risk
31.44,-0.74,0.97,86.2,0.97,0.13,1.54,Low Risk
24.94,-0.5,6.15,82.5,0.47,-0.41,0.0,Low Risk
27.71,0.01,10.82,43.8,1.24,0.96,21.63,Low Risk
33.92,0.74,4.06,102.9,1.18,0.91,5.32,Low Risk
29.71,0.29,22.6,84.0,1.29,1.64,0.38,Low Risk
27.7,0.11,1.97,77.9,1.37,1.19,2.04,Low Risk
24.99,0.09,5.49,100.4,0.69,0.15,0.0,Low Risk
24.83,-0.26,1.6,102.5,1.22,-0.39,0.73,Low Risk
23.75,-0.17,6.23,100.8,1.37,0.78,0.0,Low Risk
25.29,0.31,0.49,75.6,0.63,0.52,3.02,Low Risk
31.78,-0.59,3.82,61.9,0.96,0.05,0.0,Low Risk
26.89,0.4,6.14,97.8,0.91,0.94,0.0,Low Risk
21.25,-0.09,7.8,55.4,1.21,-0.45,0.0,Low Risk
36.84,0.51,9.42,115.1,0.4,0.0,7.69,Low Risk
29.6,0.58,3.86,80.5,1.45,2.78,0.51,Low Risk
20.97,-0.74,8.88,60.9,0.97,-0.29,0.08,Low Risk
25.79,-0.19,8.54,57.8,1.23,0.85,1.61,Low Risk
28.55,-0.33,4.56,57.0,0.98,1.3,2.21,Low Risk
36.52,-0.81,21.28,82.5,1.12,1.18,7.51,Low Risk
22.46,-0.42,9.47,79.9,0.42,1.04,0.0,Low Risk
32.88,1.32,4.85,57.8,0.9,0.86,0.21,Low Risk
35.0,0.4,35.33,73.6,1.21,0.49,20.32,Low Risk
24.86,1.06,22.38,55.4,1.07,1.65,0.5,Low Risk
26.61,0.51,48.61,90.6,0.59,1.61,31.76,Low Risk
22.82,-0.27,14.14,79.0,1.02,1.3,2.07,Low Risk
26.98,-0.09,5.7,73.2,0.8,1.78,1.18,Low Risk
27.82,0.39,3.96,56.8,0.77,1.26,2.04,Low Risk
31.3,0.32,13.06,74.6,0.62,0.23,0.76,Low Risk
33.45,-0.19,47.44,72.5,1.15,-0.05,32.17,Low Risk
24.26,-0.65,11.82,85.7,1.28,0.8,2.91,Low Risk
18.16,1.74,25.61,83.0,1.53,0.73,2.21,Low Risk
27.89,0.03,4.79,94.3,0.63,0.87,1.07,Low Risk
29.47,-0.06,6.27,71.3,1.19,1.73,1.81,Low Risk
29.25,0.16,28.41,46.5,1.21,0.2,24.25,Low Risk
26.37,-0.02,16.97,97.8,0.85,0.38,1.14,Low Risk
28.62,0.16,47.82,63.2,0.77,0.74,31.74,Low Risk
35.58,0.74,17.89,60.1,0.73,0.38,3.89,Low Risk
29.91,0.04,7.14,79.2,0.87,-0.97,0.0,Low Risk
26.13,-0.48,9.09,85.4,1.05,0.13,0.0,Low Risk
25.5,0.02,27.69,70.4,1.34,-0.29,4.54,Low Risk
27.15,-0.13,9.63,70.3,1.28,1.59,0.0,Low Risk
36.18,0.81,3.54,73.0,0.6,-0.16,5.27,Low Risk
27.08,0.69,6.86,105.5,0.8,0.47,0.0,Low Risk
27.9,0.15,8.72,80.0,6.23,40.18,41.95,Medium Risk
25.59,-0.54,1.22,62.6,0.82,0.9,2.13,Low Risk
33.49,-0.51,16.34,62.8,0.99,0.71,6.3,Low Risk
37.8,0.11,1.39,75.5,0.57,0.75,5.11,Low Risk
30.25,0.27,6.23,84.3,1.29,-0.2,0.77,Low Risk
28.41,-0.09,19.59,88.7,4.04,49.03,41.57,Medium Risk
28.18,-0.14,7.56,82.2,0.59,-0.61,1.62,Low Risk
16.08,-0.2,22.14,64.8,5.57,28.25,47.82,Medium Risk
31.73,0.09,5.02,72.4,1.48,-0.12,1.56,Low Risk
28.67,-1.09,37.94,93.2,0.93,1.58,16.27,Low Risk
30.14,-0.45,2.82,59.4,0.99,-1.08,0.0,Low Risk
24.44,-0.21,0.47,71.6,1.23,2.04,0.0,Low Risk
26.08,0.7,24.71,90.8,1.07,0.69,1.39,Low Risk
25.94,-0.31,16.74,95.8,0.91,0.25,0.0,Low Risk
33.11,0.19,3.17,76.5,0.88,0.94,3.04,Low Risk
26.11,0.21,50.19,72.6,0.61,1.67,35.08,Low Risk
38.41,0.75,8.37,56.2,6.54,18.72,49.65,Medium Risk
30.15,0.73,36.21,89.5,0.98,0.5,15.93,Low Risk
21.62,0.07,8.44,103.7,0.89,-1.1,0.0,Low Risk
27.36,-0.14,7.66,126.2,0.75,0.43,0.0,Low Risk
24.74,-0.23,7.16,87.0,0.77,0.08,0.0,Low Risk
17.03,-0.02,4.89,79.1,1.15,1.02,3.3,Low Risk
36.0,-0.12,9.16,63.4,3.75,55.09,50.96,Medium Risk
31.52,0.38,7.23,46.2,0.92,-0.41,23.6,Low Risk
30.67,0.31,0.45,83.2,0.89,0.08,0.0,Low Risk
28.83,0.4,3.62,122.3,0.79,1.59,0.0,Low Risk
21.09,0.73,2.88,102.9,1.23,0.6,0.0,Low Risk
25.58,1.03,24.25,100.1,1.01,1.29,0.0,Low Risk
32.21,0.16,10.96,84.4,1.09,0.17,0.0,Low Risk
22.74,0.65,17.31,86.5,1.09,1.44,0.0,Low Risk
15.34,-0.08,37.71,40.0,0.92,-0.19,39.89,Low Risk
26.86,0.69,12.4,93.7,0.71,-0.11,0.0,Low Risk
27.29,0.63,48.62,69.6,0.75,1.59,32.44,Low Risk
28.68,0.6,4.48,67.4,1.28,1.56,0.0,Low Risk
31.64,0.15,2.47,74.2,0.82,-1.03,0.33,Low Risk
31.19,-0.23,6.2,73.6,0.9,1.3,0.0,Low Risk
29.29,-0.6,7.64,67.1,0.72,-0.57,0.0,Low Risk
33.98,0.08,27.09,80.2,0.7,1.35,6.68,Low Risk
20.41,0.87,9.85,70.0,5.36,40.66,48.26,Medium Risk
30.52,-0.05,4.15,81.8,1.42,1.76,0.0,Low Risk
31.13,0.49,16.29,53.2,1.16,1.86,0.0,Low Risk
21.8,0.52,8.46,76.1,0.87,0.69,0.0,Low Risk
20.49,-0.04,2.12,60.3,1.27,0.3,0.0,Low Risk
24.27,0.76,10.32,68.5,0.96,0.48,0.0,Low Risk
24.69,-1.35,29.08,82.6,1.34,0.4,5.91,Low Risk
31.77,-0.51,22.19,51.1,1.55,0.29,1.15,Low Risk
24.93,-0.36,10.61,65.2,1.26,0.35,0.0,Low Risk
23.72,-0.31,5.68,90.2,1.02,1.4,0.0,Low Risk
24.94,0.27,1.09,54.6,1.17,-0.54,1.35,Low Risk
33.59,0.25,7.61,112.0,1.0,1.36,2.33,Low Risk
28.07,0.3,16.74,101.7,0.54,0.49,0.31,Low Risk
27.1,0.4,5.36,71.1,0.84,-0.68,0.0,Low Risk
27.45,-0.38,3.22,65.8,0.76,0.98,0.18,Low Risk
34.46,-0.51,32.15,83.6,0.83,-0.74,16.86,Low Risk
24.25,0.3,20.68,53.9,1.45,0.57,1.15,Low Risk
34.58,-0.22,12.2,44.0,1.28,2.2,19.8,Low Risk
29.05,-0.69,1.77,71.7,1.11,0.14,0.33,Low Risk
27.2,0.59,1.88,77.6,1.2,0.2,3.53,Low Risk
40.5,0.8,1.31,81.7,0.53,1.13,10.35,Low Risk
22.72,0.88,11.49,68.9,1.18,1.01,0.0,Low Risk
26.23,0.19,1.47,102.9,1.23,1.01,0.0,Low Risk
21.84,0.41,22.19,53.1,0.44,0.14,0.0,Low Risk
32.76,0.78,59.48,59.5,1.19,0.88,37.4,Low Risk
36.45,-0.22,5.48,88.8,0.64,0.04,9.91,Low Risk
36.35,0.66,7.25,59.1,0.51,0.87,4.4,Low Risk
34.12,0.24,14.92,58.4,1.33,0.4,3.09,Low Risk
27.01,0.56,33.2,82.2,0.75,1.11,11.48,Low Risk
26.17,0.19,26.94,61.0,0.82,1.22,5.82,Low Risk
19.64,0.75,0.71,77.6,1.25,0.85,0.0,Low Risk
38.18,0.21,2.22,67.4,0.92,-0.12,3.78,Low Risk
30.34,-0.64,16.86,64.5,0.95,-0.71,0.0,Low Risk
25.54,0.83,14.01,42.2,0.95,-0.41,19.76,Low Risk
34.64,-0.37,1.72,82.5,1.09,-0.28,3.22,Low Risk
23.14,0.73,8.37,57.6,0.94,2.89,0.0,Low Risk
30.03,0.05,18.21,77.0,1.03,1.03,2.01,Low Risk
27.14,0.69,2.96,70.8,0.87,0.68,1.44,Low Risk
31.19,0.67,24.6,76.3,1.09,0.06,0.0,Low Risk
27.68,0.32,0.65,77.3,7.17,28.8,44.07,Medium Risk
20.75,0.35,18.29,83.5,1.47,0.35,0.0,Low Risk
28.38,0.31,11.48,66.9,7.32,57.5,43.91,Medium Risk
33.24,-0.91,4.54,102.4,0.95,0.98,1.8,Low Risk
27.85,0.16,15.32,46.7,1.06,0.83,20.63,Low Risk
31.88,-0.46,18.3,75.9,1.24,0.55,0.93,Low Risk
22.77,0.19,32.6,95.1,0.73,-0.31,8.81,Low Risk
27.87,-0.47,5.5,88.6,1.03,0.55,0.0,Low Risk
24.88,-0.49,13.9,62.5,0.37,1.37,0.0,Low Risk
31.73,0.9,11.07,65.5,0.93,1.1,0.0,Low Risk
28.16,0.63,8.94,61.9,1.27,0.75,1.35,Low Risk
31.45,0.1,26.53,90.8,0.82,1.15,0.0,Low Risk
33.44,0.19,0.04,66.7,1.04,-0.46,3.31,Low Risk
31.46,-0.02,3.98,84.6,0.87,0.37,0.12,Low Risk
29.37,0.38,9.27,84.8,0.79,0.47,0.0,Low Risk
23.01,-0.24,2.36,122.6,1.24,-0.36,0.64,Low Risk
27.99,0.6,28.61,85.6,0.74,0.91,6.24,Low Risk
25.33,-0.03,12.52,65.4,1.07,1.05,0.0,Low Risk
26.28,-0.11,7.8,53.7,1.08,0.63,3.9,Low Risk
26.13,0.11,20.23,75.0,0.79,0.66,0.0,Low Risk
23.1,-0.2,7.19,77.9,1.04,0.02,0.92,Low Risk
18.21,0.26,9.82,40.2,0.77,0.03,20.87,Low Risk
24.66,-0.17,0.03,67.2,1.13,-0.59,0.33,Low Risk
28.97,0.33,5.46,85.4,0.67,0.35,0.0,Low Risk
21.26,0.71,1.79,70.4,0.92,0.02,0.18,Low Risk
28.08,-0.26,14.04,97.4,0.94,-0.14,0.01,Low Risk
37.5,0.03,7.82,51.9,1.28,0.54,8.82,Low Risk
33.12,0.33,4.31,92.2,1.04,0.2,4.73,Low Risk
36.22,-0.12,7.57,96.5,1.24,-0.63,5.72,Low Risk
29.96,0.33,2.82,97.2,1.14,0.06,0.0,Low Risk
33.84,0.38,31.1,51.8,1.14,0.39,11.38,Low Risk
24.38,0.64,0.67,85.7,0.92,-0.38,0.0,Low Risk
24.78,-0.2,24.07,68.0,1.26,0.78,0.0,Low Risk
15.0,-0.37,8.59,54.7,0.91,0.56,0.0,Low Risk
33.93,-0.05,11.58,72.6,0.57,-0.2,0.11,Low Risk
35.7,-0.38,4.32,63.7,0.95,1.12,2.98,Low Risk
25.23,0.38,40.83,96.6,1.11,1.61,25.08,Low Risk
26.73,-0.48,3.97,89.2,0.6,0.44,2.11,Low Risk
24.23,1.27,10.67,59.3,0.78,0.33,0.0,Low Risk
29.91,0.75,60.28,67.0,0.69,0.24,35.92,Low Risk
33.62,0.11,25.55,73.1,1.2,0.08,0.0,Low Risk
19.29,0.53,9.22,78.7,1.42,-0.25,0.0,Low Risk
30.05,-0.72,55.72,98.1,0.95,0.59,38.01,Low Risk
26.62,1.36,14.5,92.4,1.13,-0.11,0.0,Low Risk
28.57,-0.2,2.81,80.9,1.13,-1.58,1.88,Low Risk
30.29,0.04,6.24,75.3,1.39,2.13,0.0,Low Risk
27.06,-0.83,4.89,48.1,0.84,1.86,19.42,Low Risk
27.48,0.34,5.06,103.3,0.95,0.59,1.08,Low Risk
26.93,-0.45,17.15,72.0,7.63,32.48,42.32,Medium Risk
32.85,0.15,10.53,108.0,1.02,2.34,1.68,Low Risk
30.09,-0.17,0.47,83.5,1.63,0.92,0.31,Low Risk
29.1,-0.44,25.19,116.5,1.01,0.21,0.0,Low Risk
21.65,-0.3,4.23,90.9,0.79,1.71,2.68,Low Risk
26.11,0.21,70.01,54.2,0.71,-0.3,42.38,Medium Risk
32.49,-0.54,37.0,68.9,1.31,-1.16,14.37,Low Risk
28.19,-0.27,33.87,77.0,0.79,-0.02,11.65,Low Risk
31.3,0.43,20.0,64.3,1.17,1.08,0.0,Low Risk
36.83,1.4,2.99,73.2,0.83,2.32,7.01,Low Risk
33.19,0.34,9.13,55.4,0.68,-0.07,0.0,Low Risk
28.47,-0.36,3.05,80.1,1.15,-0.43,0.0,Low Risk
25.45,-0.08,3.61,84.3,0.84,0.53,0.0,Low Risk
15.23,0.12,11.33,61.9,1.11,0.49,0.16,Low Risk
27.16,-0.07,0.5,114.9,1.12,2.01,0.0,Low Risk
26.37,0.55,41.86,81.1,1.14,0.7,21.73,Low Risk
29.95,0.21,30.11,65.3,0.93,2.19,3.99,Low Risk
27.23,0.55,5.75,50.7,1.17,1.6,0.64,Low Risk
26.4,-0.06,8.69,81.1,0.77,1.24,0.0,Low Risk
19.1,0.76,7.53,75.3,0.39,-0.67,0.0,Low Risk
23.3,0.02,25.67,94.1,1.18,0.18,2.6,Low Risk
30.38,-0.39,14.0,77.4,1.04,0.7,0.0,Low Risk
36.58,1.19,3.91,58.5,0.85,-1.59,7.92,Low Risk
27.51,-0.81,7.11,110.1,0.63,-0.03,2.84,Low Risk
29.64,-0.27,6.72,87.8,6.52,30.36,40.82,Medium Risk
32.76,-0.21,38.43,75.4,1.01,-0.13,16.03,Low Risk
23.95,1.35,2.31,83.0,1.41,2.19,0.0,Low Risk
29.83,1.0,1.13,88.5,0.97,0.9,0.0,Low Risk
24.3,0.85,25.51,54.3,0.91,0.33,2.71,Low Risk
32.32,-0.07,27.24,82.8,0.99,-0.97,3.08,Low Risk
28.76,1.31,24.64,71.9,1.54,0.08,4.06,Low Risk
29.49,0.28,8.58,89.1,1.19,1.78,0.0,Low Risk
24.09,0.59,12.94,66.7,0.77,0.01,0.0,Low Risk
31.54,0.19,9.94,69.1,1.01,0.18,2.65,Low Risk
38.42,0.08,0.86,109.9,1.08,-0.54,0.0,Low Risk
22.96,-0.03,10.87,102.2,0.74,0.63,0.22,Low Risk
26.3,-0.0,0.16,40.0,1.19,0.76,21.09,Low Risk
29.16,0.4,4.72,100.8,7.99,28.07,47.23,Medium Risk
31.93,0.28,32.31,78.7,4.48,26.41,50.44,Medium Risk
25.2,0.08,4.35,67.3,1.02,0.91,0.52,Low Risk
15.0,0.85,33.73,61.9,0.98,0.17,14.81,Low Risk
34.8,-1.38,3.45,62.9,1.0,0.69,6.93,Low Risk
31.8,0.35,4.53,67.8,0.81,1.13,1.3,Low Risk
19.29,0.46,11.88,59.7,0.84,0.84,0.0,Low Risk
24.96,0.67,17.21,55.6,1.28,1.02,0.3,Low Risk
35.84,0.07,8.35,61.3,1.11,1.05,7.4,Low Risk
35.24,0.2,25.66,85.8,0.76,1.2,5.22,Low Risk
32.69,0.59,0.49,80.9,0.51,1.28,2.44,Low Risk
27.12,0.85,30.64,90.0,0.77,1.46,7.76,Low Risk
28.41,-0.05,2.62,78.8,1.04,0.85,0.0,Low Risk
27.35,0.23,25.87,56.5,0.84,1.17,1.52,Low Risk
33.64,0.94,6.15,88.9,0.82,0.64,0.0,Low Risk
23.62,-0.96,21.46,61.9,0.85,1.05,0.51,Low Risk
23.97,-0.25,13.36,91.6,0.98,0.13,0.0,Low Risk
33.05,0.83,2.32,59.0,1.2,-0.91,2.73,Low Risk
27.78,0.65,30.02,67.6,1.0,1.66,4.75,Low Risk
34.89,0.36,3.38,73.5,1.02,0.66,8.17,Low Risk
24.64,-0.12,3.36,92.1,0.94,0.64,0.0,Low Risk
27.73,-0.34,20.2,83.2,0.88,1.22,1.71,Low Risk
23.39,-0.2,1.34,80.4,1.22,-0.03,0.0,Low Risk
28.04,0.87,3.01,113.9,1.19,0.41,1.04,Low Risk
20.61,-0.21,8.41,46.9,1.51,0.03,21.46,Low Risk
25.56,0.15,21.3,61.3,1.15,0.35,0.0,Low Risk
20.82,-0.28,1.91,60.5,0.88,0.19,0.0,Low Risk
31.47,0.52,9.52,48.1,0.77,0.06,19.62,Low Risk
31.58,-0.17,14.91,67.0,1.24,0.81,0.0,Low Risk
19.35,0.05,23.64,92.4,0.8,-0.99,1.67,Low Risk
34.67,-0.74,32.91,69.4,1.2,1.55,15.15,Low Risk
40.49,-0.71,18.43,74.0,0.81,-0.07,2.0,Low Risk
28.23,0.1,12.7,49.0,1.09,0.89,19.74,Low Risk
24.79,-0.56,6.82,65.7,6.84,29.42,44.11,Medium Risk
42.12,1.15,1.43,71.7,1.19,0.26,11.99,Low Risk
21.41,-0.93,14.84,91.6,0.69,0.85,0.0,Low Risk
28.1,-0.3,59.1,49.9,1.07,-0.37,57.72,Medium Risk
28.9,0.11,16.02,71.8,0.95,0.06,0.0,Low Risk
34.73,-0.08,0.2,99.6,1.03,0.31,4.19,Low Risk
29.8,-0.45,8.23,72.0,0.9,0.86,1.7,Low Risk
25.51,-0.38,11.44,41.9,0.9,0.23,18.81,Low Risk
23.24,-0.4,14.04,103.0,1.04,0.37,0.0,Low Risk
26.29,-0.04,15.26,93.2,0.75,1.16,0.1,Low Risk
22.97,1.08,9.8,95.6,0.75,0.82,0.85,Low Risk
28.24,0.14,3.03,48.6,0.91,2.37,23.43,Low Risk
25.18,0.69,34.21,107.2,0.9,-0.22,11.92,Low Risk
20.53,0.35,14.32,66.1,0.75,-0.53,0.07,Low Risk
34.28,0.66,3.24,70.8,1.23,2.03,5.84,Low Risk
25.51,-1.3,4.67,67.4,0.92,0.71,0.0,Low Risk
21.66,-0.05,30.6,97.0,0.94,1.57,8.95,Low Risk
27.16,0.75,26.22,76.8,0.67,-0.3,2.75,Low Risk
28.34,-0.19,6.23,88.7,1.52,0.11,1.24,Low Risk
19.27,0.98,0.47,81.4,1.61,0.61,0.0,Low Risk
29.66,0.84,0.6,78.3,0.8,0.5,0.0,Low Risk
22.76,-0.13,4.01,63.0,1.31,0.44,0.0,Low Risk
36.56,-0.15,11.9,112.6,0.98,-0.77,6.81,Low Risk
30.62,-0.41,10.53,53.7,1.4,0.41,0.0,Low Risk
26.0,-0.21,12.06,87.4,1.08,0.77,1.04,Low Risk
24.27,-0.52,15.16,86.8,1.02,0.23,1.68,Low Risk
27.48,0.31,0.23,100.8,4.55,26.64,36.52,Low Risk
31.06,-0.63,1.33,105.0,0.78,1.29,1.8,Low Risk
27.87,0.4,5.35,77.5,1.01,0.67,0.0,Low Risk
26.91,0.41,2.02,89.5,1.05,-0.08,0.0,Low Risk
28.29,-0.73,0.94,111.8,0.7,0.79,0.05,Low Risk
24.98,0.87,12.29,78.8,0.82,0.9,0.19,Low Risk
26.28,0.36,20.27,60.8,1.14,0.58,2.71,Low Risk
17.57,0.47,16.76,73.1,0.65,-0.1,1.27,Low Risk
32.87,-0.28,20.38,56.5,1.03,1.18,1.86,Low Risk
29.49,0.41,13.15,86.7,1.31,0.84,0.0,Low Risk
24.13,0.66,15.95,99.2,1.1,0.18,0.0,Low Risk
37.49,0.05,3.81,77.8,1.08,0.62,6.32,Low Risk
28.44,1.1,59.56,50.8,0.49,-0.24,36.91,Low Risk
22.82,0.12,2.43,98.4,0.79,-1.01,3.45,Low Risk
32.28,0.67,2.9,48.0,1.51,-0.72,20.2,Low Risk
29.99,0.25,4.09,52.2,3.66,33.05,34.84,Low Risk
29.97,0.39,44.43,76.8,1.32,0.26,26.32,Low Risk
25.87,-0.74,53.37,84.5,0.85,0.84,34.14,Low Risk
30.25,0.29,19.01,87.6,0.93,1.16,0.29,Low Risk
26.69,-0.27,11.9,78.8,1.13,0.78,0.3,Low Risk
30.78,-0.32,8.81,111.7,1.03,-0.02,2.32,Low Risk
18.48,0.97,42.33,81.2,1.1,0.83,23.28,Low Risk
25.83,-0.01,14.27,98.6,3.98,42.18,39.84,Low Risk
36.61,-0.4,34.75,94.2,0.72,0.24,19.01,Low Risk
24.16,-0.08,4.57,56.7,0.78,1.34,0.44,Low Risk
24.98,-0.55,4.87,76.9,0.87,0.96,2.14,Low Risk
25.76,0.82,23.15,118.2,0.94,0.17,2.07,Low Risk
21.93,-0.25,1.95,70.9,1.26,-0.15,3.43,Low Risk
16.96,0.36,35.01,67.9,1.02,1.61,11.48,Low Risk
26.85,0.78,8.5,83.1,7.21,49.31,45.66,Medium Risk
28.68,-0.15,31.31,71.6,1.04,-0.42,9.73,Low Risk
27.74,0.37,4.93,65.7,0.72,0.15,0.0,Low Risk
27.28,-0.42,15.1,71.3,1.0,-0.9,1.92,Low Risk
28.22,1.32,7.91,105.8,1.03,-1.59,0.0,Low Risk
33.11,0.57,11.83,77.5,1.19,1.26,1.19,Low Risk
27.05,0.0,8.42,56.1,4.25,18.94,30.25,Low Risk
25.13,-0.29,40.98,52.8,0.49,-0.48,28.41,Low Risk
26.59,0.04,14.14,119.7,1.04,0.05,0.0,Low Risk
30.9,-0.07,3.47,76.0,1.09,0.23,1.9,Low Risk
35.06,1.08,28.85,87.8,0.96,0.02,10.04,Low Risk
24.86,-0.51,4.18,66.1,1.01,-0.22,0.0,Low Risk
28.49,0.17,5.58,85.8,1.22,0.47,2.21,Low Risk
29.69,0.09,1.29,106.3,0.89,0.31,0.0,Low Risk
23.04,0.04,27.63,68.3,0.93,1.86,1.31,Low Risk
28.1,0.05,4.04,88.3,1.02,0.21,0.0,Low Risk
20.67,0.04,3.6,54.7,0.7,0.47,0.0,Low Risk
19.15,0.54,30.35,116.4,0.96,-0.23,7.31,Low Risk
29.83,0.4,19.65,84.8,0.98,1.02,0.0,Low Risk
26.08,0.31,1.82,72.6,1.41,1.83,0.0,Low Risk
29.01,-1.42,17.6,74.6,0.93,0.42,0.95,Low Risk
27.91,0.25,29.31,70.8,1.05,-0.0,11.39,Low Risk
23.12,-0.73,0.98,71.7,1.23,0.64,0.15,Low Risk
27.77,0.42,20.93,40.0,0.79,0.88,18.37,Low Risk
21.83,0.84,9.51,78.2,1.34,2.81,4.53,Low Risk
34.95,-0.36,13.27,77.5,1.44,0.38,7.39,Low Risk
21.22,-0.03,8.15,88.8,0.99,0.23,1.1,Low Risk
27.02,-0.2,14.36,70.6,0.87,-0.42,0.27,Low Risk
22.79,0.72,0.42,66.1,1.41,0.26,0.79,Low Risk
30.85,0.15,17.26,79.9,1.2,0.16,0.0,Low Risk
26.34,0.96,0.41,51.0,1.02,0.94,0.0,Low Risk
25.41,0.31,7.29,82.6,1.36,0.28,1.75,Low Risk
32.27,0.22,1.96,46.5,1.33,-0.32,23.29,Low Risk
28.15,0.13,20.82,100.2,0.92,-0.35,0.0,Low Risk
